0;31;255;255;255
0;32;255;255;255
1;1;255;255;255
1;2;255;255;255
1;3;255;255;255
1;4;255;255;255
1;31;255;255;255
1;32;255;255;255
1;59;255;255;255
1;60;255;255;255
1;61;255;255;255
1;62;255;255;255
2;1;255;255;255
2;4;255;255;255
2;31;255;255;255
2;32;255;255;255
2;59;255;255;255
2;62;255;255;255
3;1;255;255;255
3;4;255;255;255
3;31;255;255;255
3;32;255;255;255
3;59;255;255;255
3;62;255;255;255
4;1;255;255;255
4;4;255;255;255
4;31;255;255;255
4;32;255;255;255
4;59;255;255;255
4;62;255;255;255
5;1;255;255;255
5;4;255;255;255
5;31;255;255;255
5;32;255;255;255
5;59;255;255;255
5;62;255;255;255
6;1;255;255;255
6;4;255;255;255
6;31;255;255;255
6;32;255;255;255
6;59;255;255;255
6;62;255;255;255
7;1;255;255;255
7;4;255;255;255
7;31;255;255;255
7;32;255;255;255
7;59;255;255;255
7;62;255;255;255
8;1;255;255;255
8;4;255;255;255
8;31;255;255;255
8;32;255;255;255
8;59;255;255;255
8;62;255;255;255
9;1;255;255;255
9;4;255;255;255
9;31;255;255;255
9;32;255;255;255
9;59;255;255;255
9;62;255;255;255
10;1;255;255;255
10;4;255;255;255
10;31;255;255;255
10;32;255;255;255
10;59;255;255;255
10;62;255;255;255
11;1;255;255;255
11;4;255;255;255
11;31;255;255;255
11;32;255;255;255
11;59;255;255;255
11;62;255;255;255
12;1;255;255;255
12;4;255;255;255
12;31;255;255;255
12;32;255;255;255
12;59;255;255;255
12;62;255;255;255
13;1;255;255;255
13;4;255;255;255
13;31;255;255;255
13;32;255;255;255
13;59;255;255;255
13;62;255;255;255
14;1;255;255;255
14;4;255;255;255
14;31;255;255;255
14;32;255;255;255
14;59;255;255;255
14;62;255;255;255
15;1;255;255;255
15;4;255;255;255
15;31;255;255;255
15;32;255;255;255
15;59;255;255;255
15;62;255;255;255
16;1;255;255;255
16;4;255;255;255
16;31;255;255;255
16;32;255;255;255
16;59;255;255;255
16;62;255;255;255
17;1;255;255;255
17;4;255;255;255
17;31;255;255;255
17;32;255;255;255
17;59;255;255;255
17;62;255;255;255
18;1;255;255;255
18;4;255;255;255
18;31;255;255;255
18;32;255;255;255
18;59;255;255;255
18;62;255;255;255
19;1;255;255;255
19;4;255;255;255
19;31;255;255;255
19;32;255;255;255
19;59;255;255;255
19;62;255;255;255
20;1;255;255;255
20;4;255;255;255
20;31;255;255;255
20;32;255;255;255
20;59;255;255;255
20;62;255;255;255
21;1;255;255;255
21;4;255;255;255
21;31;255;255;255
21;32;255;255;255
21;59;255;255;255
21;62;255;255;255
22;1;255;255;255
22;4;255;255;255
22;6;255;255;255
22;7;255;255;255
22;8;255;255;255
22;9;255;255;255
22;10;255;255;255
22;11;255;255;255
22;12;255;255;255
22;13;255;255;255
22;14;255;255;255
22;15;255;255;255
22;16;255;255;255
22;17;255;255;255
22;18;255;255;255
22;19;255;255;255
22;20;255;255;255
22;31;255;255;255
22;32;255;255;255
22;43;255;255;255
22;44;255;255;255
22;45;255;255;255
22;46;255;255;255
22;47;255;255;255
22;48;255;255;255
22;49;255;255;255
22;50;255;255;255
22;51;255;255;255
22;52;255;255;255
22;53;255;255;255
22;54;255;255;255
22;55;255;255;255
22;56;255;255;255
22;57;255;255;255
22;59;255;255;255
22;62;255;255;255
23;1;255;255;255
23;4;255;255;255
23;6;255;255;255
23;20;255;255;255
23;31;255;255;255
23;32;255;255;255
23;43;255;255;255
23;57;255;255;255
23;59;255;255;255
23;62;255;255;255
24;1;255;255;255
24;4;255;255;255
24;6;255;255;255
24;20;255;255;255
24;31;255;255;255
24;32;255;255;255
24;43;255;255;255
24;57;255;255;255
24;59;255;255;255
24;62;255;255;255
25;1;255;255;255
25;4;255;255;255
25;6;255;255;255
25;20;255;255;255
25;31;255;255;255
25;32;255;255;255
25;43;255;255;255
25;57;255;255;255
25;59;255;255;255
25;62;255;255;255
26;1;255;255;255
26;4;255;255;255
26;6;255;255;255
26;20;255;255;255
26;31;255;255;255
26;32;255;255;255
26;43;255;255;255
26;57;255;255;255
26;59;255;255;255
26;62;255;255;255
27;1;255;255;255
27;4;255;255;255
27;6;255;255;255
27;20;255;255;255
27;31;255;255;255
27;32;255;255;255
27;43;255;255;255
27;57;255;255;255
27;59;255;255;255
27;62;255;255;255
28;1;255;255;255
28;4;255;255;255
28;6;255;255;255
28;20;255;255;255
28;31;255;255;255
28;32;255;255;255
28;43;255;255;255
28;57;255;255;255
28;59;255;255;255
28;62;255;255;255
29;1;255;255;255
29;4;255;255;255
29;6;255;255;255
29;20;255;255;255
29;31;255;255;255
29;32;255;255;255
29;43;255;255;255
29;57;255;255;255
29;59;255;255;255
29;62;255;255;255
30;1;255;255;255
30;2;255;255;255
30;3;255;255;255
30;4;255;255;255
30;6;255;255;255
30;7;255;255;255
30;8;255;255;255
30;9;255;255;255
30;10;255;255;255
30;11;255;255;255
30;12;255;255;255
30;13;255;255;255
30;14;255;255;255
30;15;255;255;255
30;16;255;255;255
30;17;255;255;255
30;18;255;255;255
30;19;255;255;255
30;20;255;255;255
30;31;255;255;255
30;32;255;255;255
30;43;255;255;255
30;44;255;255;255
30;45;255;255;255
30;46;255;255;255
30;47;255;255;255
30;48;255;255;255
30;49;255;255;255
30;50;255;255;255
30;51;255;255;255
30;52;255;255;255
30;53;255;255;255
30;54;255;255;255
30;55;255;255;255
30;56;255;255;255
30;57;255;255;255
30;59;255;255;255
30;60;255;255;255
30;61;255;255;255
30;62;255;255;255
31;31;255;255;255
31;32;255;255;255
